genero,idoso,parceiro,dependentes,tempo_contrato_meses,servico_telefone,multiplas_linhas,servico_internet,seguranca_online,backup_online,protecao_dispositivo,suporte_tecnico,tv_streaming,filmes_streaming,tipo_contrato,fatura_digital,forma_pagamento,cobranca_mensal,total_gasto,evasao
Masculino,0,Não,Não,2,Sim,Sim,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mês a mês,Sim,Cheque eletrônico,102.05,177.67,1
Feminino,0,Sim,Sim,7,Sim,Não,DSL,Não,Não,Sim,Não,Sim,Não,Mês a mês,Sim,Cartão de crédito,98.24,675.39,0
Masculino,0,Sim,Não,16,Não,Sem serviço telefônico,DSL,Não,Não,Não,Não,Não,Não,Um ano,Não,Cartão de crédito,98.84,1365.55,0
Feminino,0,Não,Não,44,Sim,Sim,Fibra óptica,Não,Sim,Não,Sim,Não,Sim,Um ano,Sim,Cartão de crédito,55.26,2366.33,1
Feminino,0,Sim,Não,65,Sim,Sim,Fibra óptica,Sim,Não,Sim,Sim,Sim,Sim,Mês a mês,Sim,Transferência bancária,97.27,5647.53,0
Masculino,0,Não,Não,71,Sim,Não,Fibra óptica,Sim,Não,Não,Não,Não,Sim,Mês a mês,Sim,Cartão de crédito,53.43,3249.17,1
Masculino,0,Sim,Não,69,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Um ano,Não,Cheque eletrônico,54.63,3432.01,1
Masculino,1,Sim,Sim,61,Sim,Não,Fibra óptica,Não,Sim,Não,Sim,Sim,Não,Um ano,Sim,Cheque eletrônico,97.39,6194.72,1
Feminino,0,Sim,Não,30,Sim,Sim,Fibra óptica,Não,Sim,Não,Não,Não,Não,Dois anos,Sim,Transferência bancária,57.04,1872.06,0
Masculino,0,Não,Não,42,Sim,Não,Fibra óptica,Não,Não,Não,Não,Não,Sim,Um ano,Sim,Cheque eletrônico,98.8,4249.11,0
Feminino,0,Não,Não,25,Não,Sem serviço telefônico,DSL,Sim,Não,Não,Não,Não,Não,Mês a mês,Não,Transferência bancária,19.13,418.59,0
Masculino,1,Não,Não,71,Sim,Não,Fibra óptica,Não,Sim,Não,Não,Não,Sim,Mês a mês,Sim,Cheque enviado pelo correio,35.16,2141.14,1
Masculino,0,Não,Não,57,Sim,Sim,Fibra óptica,Sim,Sim,Não,Sim,Sim,Não,Mês a mês,Não,Transferência bancária,111.34,7238.34,0
Feminino,0,Sim,Não,32,Sim,Sim,Fibra óptica,Não,Não,Não,Não,Não,Não,Dois anos,Não,Transferência bancária,80.95,2912.09,0
Feminino,0,Sim,Sim,50,Não,Sem serviço telefônico,DSL,Não,Não,Sim,Sim,Não,Sim,Mês a mês,Sim,Cheque enviado pelo correio,64.81,3525.15,1
Feminino,0,Não,Não,10,Não,Sem serviço telefônico,Fibra óptica,Sim,Sim,Não,Não,Sim,Não,Mês a mês,Não,Cartão de crédito,76.01,766.97,0
Feminino,0,Não,Sim,22,Sim,Sim,DSL,Não,Não,Não,Não,Sim,Sim,Um ano,Não,Cheque enviado pelo correio,58.21,1220.36,0
Feminino,0,Sim,Não,41,Sim,Não,Fibra óptica,Sim,Sim,Não,Não,Sim,Sim,Mês a mês,Não,Cartão de crédito,31.28,1413.7,0
Feminino,0,Não,Não,47,Sim,Não,Fibra óptica,Sim,Não,Não,Não,Sim,Sim,Um ano,Sim,Cheque eletrônico,107.12,5443.09,1
Feminino,0,Não,Não,14,Sim,Sim,DSL,Sim,Não,Não,Não,Sim,Sim,Mês a mês,Não,Cheque enviado pelo correio,93.41,1274.25,1
Feminino,0,Sim,Não,3,Sim,Sim,DSL,Sim,Não,Não,Não,Não,Não,Mês a mês,Sim,Cheque eletrônico,87.79,255.94,1
Masculino,0,Sim,Não,53,Não,Sem serviço telefônico,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Um ano,Sim,Cheque eletrônico,102.38,5374.09,0
Feminino,0,Não,Sim,16,Sim,Sim,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mês a mês,Não,Cheque enviado pelo correio,92.57,1305.89,1
Feminino,0,Sim,Sim,61,Sim,Não,Fibra óptica,Não,Não,Não,Sim,Não,Não,Mês a mês,Sim,Cheque eletrônico,69.58,4525.87,1
Masculino,0,Sim,Não,28,Sim,Não,DSL,Sim,Sim,Não,Sim,Não,Não,Mês a mês,Sim,Cartão de crédito,31.71,819.68,0
Feminino,0,Não,Sim,35,Sim,Não,DSL,Sim,Não,Sim,Não,Sim,Sim,Mês a mês,Sim,Cheque enviado pelo correio,28.74,1152.37,1
Masculino,1,Sim,Sim,2,Sim,Não,Fibra óptica,Sim,Não,Não,Não,Não,Não,Mês a mês,Não,Cheque eletrônico,21.14,40.29,1
Masculino,0,Não,Não,61,Sim,Não,Fibra óptica,Não,Não,Sim,Não,Sim,Sim,Um ano,Sim,Cheque eletrônico,67.17,3878.98,1
Feminino,1,Sim,Sim,56,Sim,Sim,Fibra óptica,Sim,Sim,Não,Não,Sim,Sim,Um ano,Sim,Cheque eletrônico,33.95,2007.42,0
Masculino,0,Não,Sim,55,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mês a mês,Sim,Cheque enviado pelo correio,45.3,2674.09,0
Feminino,1,Não,Sim,18,Sim,Não,DSL,Sim,Não,Não,Não,Sim,Sim,Dois anos,Sim,Cheque enviado pelo correio,105.79,1982.93,0
Masculino,0,Sim,Não,71,Sim,Sim,Fibra óptica,Sim,Não,Não,Sim,Não,Sim,Mês a mês,Sim,Cheque eletrônico,78.76,5601.99,0
Masculino,0,Sim,Sim,49,Sim,Não,DSL,Não,Não,Não,Não,Sim,Não,Dois anos,Sim,Cartão de crédito,116.54,5416.66,1
Masculino,0,Não,Não,42,Sim,Sim,DSL,Sim,Sim,Não,Sim,Não,Sim,Mês a mês,Sim,Transferência bancária,113.0,4333.03,0
Feminino,0,Não,Sim,7,Sim,Não,DSL,Sim,Não,Não,Não,Não,Não,Mês a mês,Sim,Cheque eletrônico,62.21,448.67,1
Feminino,0,Não,Não,4,Sim,Não,DSL,Não,Não,Não,Não,Não,Sim,Mês a mês,Não,Cheque enviado pelo correio,83.75,306.83,0
Masculino,0,Sim,Não,43,Sim,Não,DSL,Não,Não,Sim,Não,Sim,Sim,Mês a mês,Sim,Cartão de crédito,112.82,4688.5,1
Masculino,0,Não,Não,59,Sim,Sim,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Dois anos,Não,Transferência bancária,96.45,5801.6,0
Feminino,0,Não,Não,49,Sim,Não,DSL,Não,Sim,Não,Não,Sim,Sim,Mês a mês,Sim,Cheque eletrônico,83.59,4208.05,1
Feminino,0,Não,Não,60,Sim,Não,DSL,Não,Sim,Sim,Sim,Não,Não,Dois anos,Sim,Cartão de crédito,77.25,5234.77,0
Masculino,0,Não,Não,6,Sim,Não,DSL,Não,Não,Não,Sim,Não,Não,Mês a mês,Sim,Cartão de crédito,72.24,389.07,1
Masculino,0,Sim,Não,20,Sim,Sim,DSL,Não,Não,Sim,Não,Não,Sim,Mês a mês,Não,Transferência bancária,31.87,632.78,0
Feminino,0,Não,Não,31,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Dois anos,Sim,Cheque eletrônico,28.62,984.08,0
Feminino,0,Sim,Não,22,Sim,Sim,Fibra óptica,Não,Não,Sim,Não,Não,Sim,Mês a mês,Sim,Cheque eletrônico,42.06,864.26,0
Feminino,0,Sim,Não,32,Sim,Não,DSL,Não,Sim,Não,Não,Não,Não,Mês a mês,Não,Transferência bancária,75.35,2427.77,0
Feminino,1,Não,Não,47,Sim,Não,DSL,Não,Não,Sim,Não,Sim,Sim,Um ano,Sim,Cheque eletrônico,111.05,5391.33,0
Feminino,0,Não,Sim,34,Sim,Não,Fibra óptica,Sim,Não,Não,Não,Não,Sim,Dois anos,Não,Cheque enviado pelo correio,57.39,2058.54,0
Masculino,0,Sim,Não,27,Não,Sem serviço telefônico,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mês a mês,Não,Cheque eletrônico,103.86,2920.18,1
Feminino,0,Não,Não,44,Sim,Não,Fibra óptica,Não,Não,Sim,Não,Sim,Não,Um ano,Sim,Cheque eletrônico,20.19,893.83,0
Masculino,0,Sim,Não,30,Sim,Não,DSL,Não,Não,Não,Sim,Não,Não,Mês a mês,Sim,Cheque enviado pelo correio,92.03,2536.33,0
Feminino,0,Não,Não,33,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mês a mês,Sim,Transferência bancária,26.95,966.64,1
Masculino,0,Não,Sim,27,Sim,Sim,Fibra óptica,Não,Não,Sim,Não,Não,Não,Mês a mês,Não,Cheque eletrônico,108.06,3293.8,1
Feminino,0,Sim,Não,56,Sim,Não,Fibra óptica,Não,Sim,Sim,Sim,Sim,Sim,Mês a mês,Não,Cheque eletrônico,66.38,3914.39,1
Feminino,0,Sim,Não,23,Sim,Sim,Fibra óptica,Sim,Não,Sim,Não,Não,Não,Mês a mês,Sim,Cheque eletrônico,68.76,1503.21,0
Masculino,0,Sim,Sim,43,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mês a mês,Não,Transferência bancária,109.88,5428.9,0
Masculino,0,Sim,Não,54,Sim,Sim,Fibra óptica,Não,Sim,Não,Não,Sim,Não,Dois anos,Sim,Cheque eletrônico,61.89,3068.33,0
Feminino,0,Sim,Não,68,Sim,Sim,Fibra óptica,Não,Sim,Não,Não,Não,Não,Mês a mês,Sim,Cheque enviado pelo correio,108.26,8464.85,1
Feminino,0,Não,Sim,53,Sim,Não,Fibra óptica,Sim,Não,Sim,Sim,Não,Sim,Um ano,Sim,Cheque eletrônico,86.11,4578.22,1
Feminino,1,Sim,Sim,40,Sim,Não,DSL,Sim,Não,Não,Não,Não,Sim,Mês a mês,Sim,Transferência bancária,46.28,1870.59,0
Feminino,0,Não,Sim,60,Sim,Sim,DSL,Não,Não,Não,Não,Não,Não,Mês a mês,Sim,Transferência bancária,24.07,1480.06,0
Feminino,0,Sim,Não,9,Sim,Sim,Fibra óptica,Não,Sim,Sim,Não,Sim,Não,Mês a mês,Não,Cartão de crédito,108.47,868.91,1
Masculino,0,Não,Não,10,Sim,Sim,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Dois anos,Não,Cartão de crédito,50.47,534.67,0
Masculino,0,Sim,Sim,10,Sim,Não,Fibra óptica,Não,Não,Não,Não,Não,Sim,Dois anos,Sim,Cartão de crédito,20.45,202.39,1
Feminino,0,Sim,Não,30,Não,Sem serviço telefônico,Fibra óptica,Não,Não,Sim,Não,Sim,Sim,Mês a mês,Sim,Cartão de crédito,108.67,3074.45,1
Masculino,0,Não,Sim,10,Sim,Não,Fibra óptica,Não,Não,Não,Não,Não,Não,Mês a mês,Não,Cartão de crédito,71.26,765.29,1
Masculino,0,Sim,Não,58,Sim,Sim,DSL,Não,Sim,Sim,Não,Sim,Não,Mês a mês,Sim,Cheque eletrônico,87.74,5423.12,0
Masculino,0,Não,Sim,36,Sim,Não,DSL,Sim,Não,Não,Não,Não,Não,Dois anos,Sim,Transferência bancária,113.31,3519.06,0
Feminino,0,Não,Não,44,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Dois anos,Sim,Cheque enviado pelo correio,37.73,1546.9,0
Masculino,0,Não,Não,57,Sim,Sim,DSL,Não,Não,Não,Sim,Sim,Não,Mês a mês,Sim,Cheque eletrônico,81.14,4261.13,0
Feminino,0,Sim,Não,43,Sim,Sim,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mês a mês,Não,Cheque enviado pelo correio,35.33,1446.91,0
Masculino,0,Sim,Sim,23,Sim,Não,Fibra óptica,Sim,Não,Sim,Não,Não,Sim,Um ano,Sim,Cheque eletrônico,43.91,986.25,0
Feminino,0,Não,Sim,4,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mês a mês,Sim,Cheque eletrônico,72.1,318.2,0
Masculino,0,Não,Não,12,Não,Sem serviço telefônico,Fibra óptica,Sim,Não,Não,Não,Não,Sim,Dois anos,Sim,Cheque enviado pelo correio,40.29,513.04,0
Feminino,0,Sim,Sim,49,Sim,Sim,Fibra óptica,Não,Sim,Não,Não,Não,Não,Mês a mês,Não,Transferência bancária,65.08,3551.03,0
Feminino,1,Sim,Não,24,Sim,Sim,Fibra óptica,Não,Não,Sim,Sim,Não,Sim,Dois anos,Sim,Cartão de crédito,19.6,496.02,0
Masculino,0,Sim,Não,13,Sim,Sim,Fibra óptica,Não,Não,Sim,Não,Sim,Sim,Um ano,Não,Cheque eletrônico,83.0,955.95,0
Feminino,0,Não,Não,68,Sim,Sim,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mês a mês,Sim,Transferência bancária,94.58,6329.29,0
Feminino,0,Sim,Não,72,Sim,Sim,DSL,Não,Não,Não,Não,Não,Não,Mês a mês,Sim,Cheque eletrônico,41.3,3104.37,0
Feminino,1,Não,Não,34,Sim,Não,Fibra óptica,Sim,Não,Sim,Sim,Não,Sim,Mês a mês,Não,Transferência bancária,20.82,702.07,0
Feminino,0,Sim,Não,9,Sim,Não,Fibra óptica,Não,Não,Sim,Não,Não,Sim,Mês a mês,Não,Transferência bancária,24.74,197.27,1
Feminino,0,Sim,Não,10,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Dois anos,Sim,Cheque enviado pelo correio,81.16,703.1,0
Feminino,0,Sim,Não,65,Sim,Sim,DSL,Não,Sim,Sim,Não,Não,Sim,Um ano,Sim,Cheque eletrônico,117.98,7329.97,0
Feminino,0,Não,Não,72,Sim,Sim,DSL,Sim,Não,Não,Sim,Não,Não,Mês a mês,Não,Cartão de crédito,86.59,6840.23,0
Feminino,0,Sim,Sim,54,Sim,Sim,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Um ano,Sim,Cheque eletrônico,18.93,1105.8,0
Masculino,0,Sim,Não,43,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Um ano,Não,Cheque eletrônico,111.78,5421.55,0
Masculino,0,Sim,Sim,59,Sim,Não,DSL,Não,Sim,Não,Sim,Sim,Não,Mês a mês,Não,Cheque eletrônico,103.78,6230.15,0
Feminino,0,Sim,Não,59,Sim,Sim,DSL,Sim,Não,Sim,Sim,Não,Sim,Mês a mês,Sim,Cheque eletrônico,70.27,4076.97,0
Feminino,0,Sim,Sim,67,Sim,Sim,Fibra óptica,Sim,Sim,Não,Sim,Não,Sim,Mês a mês,Sim,Cartão de crédito,99.04,7222.6,0
Masculino,0,Não,Não,61,Sim,Sim,DSL,Não,Sim,Não,Sim,Não,Não,Mês a mês,Sim,Cheque enviado pelo correio,47.41,2892.98,0
Masculino,0,Não,Não,38,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Um ano,Não,Cartão de crédito,30.21,1051.01,0
Masculino,0,Sim,Não,8,Sim,Sim,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Dois anos,Não,Transferência bancária,33.67,309.72,0
Feminino,0,Não,Não,65,Sim,Sim,DSL,Não,Sim,Não,Não,Sim,Não,Um ano,Sim,Cheque eletrônico,41.61,2348.61,0
Masculino,0,Sim,Sim,5,Sim,Sim,DSL,Não,Sim,Não,Não,Não,Sim,Um ano,Não,Cheque eletrônico,45.18,254.13,0
Feminino,0,Sim,Não,43,Sim,Não,DSL,Não,Sim,Sim,Não,Não,Não,Mês a mês,Não,Cheque enviado pelo correio,60.16,2344.61,1
Feminino,0,Não,Não,60,Sim,Sim,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mês a mês,Sim,Cheque eletrônico,86.98,5826.88,1
Masculino,0,Não,Não,26,Sim,Não,Fibra óptica,Não,Não,Não,Não,Não,Não,Mês a mês,Sim,Cartão de crédito,31.18,916.29,1
Feminino,0,Não,Não,11,Sim,Não,DSL,Não,Não,Não,Sim,Não,Sim,Um ano,Não,Cartão de crédito,37.9,451.87,0
Feminino,0,Sim,Não,34,Sim,Não,Fibra óptica,Sim,Não,Sim,Não,Não,Sim,Um ano,Sim,Cheque eletrônico,29.39,1131.79,0
Feminino,0,Sim,Não,2,Sim,Sim,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Dois anos,Não,Cheque enviado pelo correio,66.37,140.43,0
Feminino,0,Não,Não,21,Sim,Sim,Fibra óptica,Não,Sim,Sim,Não,Sim,Não,Mês a mês,Sim,Transferência bancária,89.37,1792.16,0
Masculino,0,Não,Sim,26,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Um ano,Não,Cheque eletrônico,62.27,1821.4,0
Masculino,0,Sim,Não,5,Sim,Sim,Fibra óptica,Não,Não,Sim,Sim,Sim,Sim,Mês a mês,Sim,Cheque eletrônico,92.41,398.04,1
Feminino,0,Não,Não,9,Sim,Sim,Fibra óptica,Sim,Não,Não,Não,Sim,Não,Um ano,Sim,Cheque enviado pelo correio,74.79,618.24,0
Feminino,0,Não,Sim,50,Sim,Sim,Fibra óptica,Não,Sim,Não,Sim,Não,Não,Mês a mês,Sim,Cheque enviado pelo correio,49.64,2764.47,1
Masculino,0,Sim,Não,10,Não,Sem serviço telefônico,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mês a mês,Não,Cheque eletrônico,72.49,759.8,0
Feminino,0,Não,Sim,58,Sim,Sim,DSL,Não,Sim,Sim,Sim,Sim,Sim,Dois anos,Não,Cheque enviado pelo correio,101.13,6425.13,0
Masculino,0,Não,Sim,10,Sim,Não,Fibra óptica,Não,Não,Não,Não,Não,Não,Um ano,Não,Cartão de crédito,35.3,350.22,0
Feminino,1,Sim,Não,36,Sim,Sim,Fibra óptica,Não,Não,Sim,Não,Não,Sim,Um ano,Não,Cheque eletrônico,74.33,2910.81,1
Feminino,0,Não,Não,56,Sim,Sim,Fibra óptica,Não,Não,Não,Sim,Não,Não,Mês a mês,Não,Cheque eletrônico,85.46,4635.68,0
Masculino,0,Sim,Sim,62,Sim,Não,Fibra óptica,Não,Não,Não,Não,Não,Não,Dois anos,Sim,Cheque eletrônico,108.4,6222.65,0
Masculino,0,Sim,Não,37,Sim,Não,DSL,Sim,Sim,Não,Não,Sim,Não,Mês a mês,Sim,Cheque enviado pelo correio,78.39,3111.09,0
Masculino,0,Não,Não,41,Sim,Sim,Fibra óptica,Não,Sim,Sim,Não,Não,Não,Mês a mês,Não,Cheque enviado pelo correio,22.26,833.59,0
Masculino,0,Não,Sim,48,Sim,Sim,DSL,Não,Não,Não,Não,Não,Não,Mês a mês,Sim,Transferência bancária,74.87,3331.17,1
Feminino,0,Não,Não,22,Sim,Não,Fibra óptica,Não,Não,Não,Não,Não,Sim,Mês a mês,Sim,Cheque eletrônico,38.32,737.28,1
Masculino,0,Não,Não,61,Sim,Sim,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mês a mês,Não,Transferência bancária,64.42,4066.94,0
Feminino,0,Não,Não,48,Sim,Sim,Fibra óptica,Não,Não,Não,Não,Sim,Sim,Um ano,Não,Cartão de crédito,74.68,3515.79,0
Masculino,0,Não,Sim,64,Sim,Não,DSL,Não,Não,Não,Não,Não,Sim,Mês a mês,Sim,Cartão de crédito,83.87,5848.53,1
Masculino,0,Sim,Não,37,Sim,Não,DSL,Sim,Não,Sim,Não,Sim,Não,Um ano,Não,Cheque enviado pelo correio,25.32,796.85,0
Feminino,0,Não,Sim,41,Sim,Sim,Fibra óptica,Não,Não,Não,Não,Não,Não,Dois anos,Sim,Cheque eletrônico,102.7,3696.72,0
Masculino,0,Não,Sim,5,Sim,Sim,Fibra óptica,Não,Não,Não,Não,Sim,Não,Dois anos,Sim,Cheque enviado pelo correio,112.38,591.73,0
Masculino,1,Sim,Não,52,Sim,Sim,Fibra óptica,Não,Não,Sim,Não,Não,Sim,Mês a mês,Sim,Cheque eletrônico,87.85,4161.76,1
Masculino,0,Não,Sim,17,Sim,Não,DSL,Sim,Não,Não,Não,Não,Não,Dois anos,Sim,Cheque eletrônico,78.34,1314.04,0
Masculino,0,Não,Sim,62,Sim,Não,Fibra óptica,Não,Não,Não,Não,Não,Sim,Dois anos,Sim,Cheque enviado pelo correio,79.88,4843.05,0
Feminino,0,Não,Não,52,Sim,Sim,DSL,Não,Sim,Não,Não,Sim,Não,Mês a mês,Não,Cheque enviado pelo correio,87.8,3954.95,0
Feminino,0,Sim,Não,20,Sim,Não,DSL,Não,Sim,Sim,Não,Sim,Sim,Um ano,Não,Transferência bancária,106.06,2367.66,1
Masculino,0,Não,Sim,16,Sim,Não,DSL,Sim,Não,Não,Não,Não,Sim,Um ano,Sim,Cartão de crédito,33.05,546.64,0
Masculino,1,Sim,Não,7,Sim,Não,DSL,Sim,Não,Não,Não,Não,Sim,Dois anos,Sim,Cartão de crédito,21.43,136.68,0
Masculino,0,Sim,Sim,66,Sim,Não,Fibra óptica,Sim,Não,Não,Não,Não,Sim,Mês a mês,Sim,Cheque enviado pelo correio,25.12,1433.16,1
Feminino,1,Não,Não,12,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mês a mês,Não,Cartão de crédito,45.81,472.54,1
Feminino,0,Não,Sim,43,Sim,Sim,DSL,Não,Não,Não,Não,Não,Sim,Um ano,Sim,Cartão de crédito,58.28,2655.19,0
Feminino,0,Sim,Não,40,Sim,Sim,DSL,Não,Não,Não,Não,Não,Não,Mês a mês,Sim,Cartão de crédito,64.56,2913.68,1
Feminino,1,Sim,Não,1,Sim,Não,DSL,Não,Não,Sim,Não,Sim,Sim,Mês a mês,Sim,Cheque eletrônico,40.48,43.67,1
Masculino,0,Não,Sim,58,Não,Sem serviço telefônico,DSL,Não,Sim,Não,Não,Não,Sim,Dois anos,Não,Cheque eletrônico,25.53,1451.04,0
Masculino,0,Não,Não,3,Sim,Sim,DSL,Sim,Não,Não,Não,Sim,Não,Um ano,Não,Cheque eletrônico,42.88,146.98,0
Masculino,0,Não,Não,8,Sim,Sim,DSL,Sim,Sim,Não,Não,Não,Não,Um ano,Sim,Cartão de crédito,95.24,675.63,0
Feminino,1,Não,Não,61,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Dois anos,Não,Transferência bancária,78.93,4354.57,0
Masculino,0,Sim,Não,5,Sim,Sim,DSL,Sim,Não,Não,Sim,Não,Não,Mês a mês,Sim,Cheque eletrônico,92.05,505.89,1
Feminino,1,Sim,Não,26,Sim,Sim,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Um ano,Sim,Cartão de crédito,70.68,1649.79,0
Feminino,0,Sim,Não,17,Não,Sem serviço telefônico,DSL,Sim,Sim,Não,Sim,Sim,Não,Mês a mês,Sim,Transferência bancária,43.49,662.11,0
Masculino,0,Sim,Não,66,Não,Sem serviço telefônico,DSL,Não,Sim,Não,Não,Sim,Não,Mês a mês,Sim,Cheque eletrônico,114.53,7672.09,0
Masculino,0,Sim,Não,51,Sim,Sim,Fibra óptica,Não,Não,Sim,Não,Não,Sim,Um ano,Não,Cheque enviado pelo correio,102.81,5752.81,0
Masculino,0,Sim,Não,47,Sim,Não,DSL,Não,Sim,Sim,Sim,Não,Não,Dois anos,Sim,Transferência bancária,109.08,4950.54,0
Feminino,1,Não,Não,40,Não,Sem serviço telefônico,Fibra óptica,Não,Não,Sim,Não,Não,Sim,Um ano,Não,Cheque eletrônico,39.48,1581.1,0
Feminino,0,Sim,Não,27,Sim,Sim,DSL,Não,Sim,Sim,Não,Não,Não,Mês a mês,Sim,Transferência bancária,87.75,2696.89,0
Masculino,0,Não,Não,40,Sim,Sim,Fibra óptica,Não,Não,Não,Não,Não,Sim,Um ano,Sim,Transferência bancária,72.8,2687.29,0
Masculino,0,Não,Não,1,Sim,Não,DSL,Não,Sim,Não,Sim,Sim,Não,Mês a mês,Não,Cartão de crédito,39.47,37.31,0
Feminino,0,Não,Sim,46,Sim,Não,Fibra óptica,Não,Não,Sim,Não,Sim,Sim,Mês a mês,Sim,Transferência bancária,99.75,4236.38,0
Masculino,0,Não,Não,11,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mês a mês,Não,Cheque eletrônico,18.32,200.73,1
Feminino,1,Não,Não,39,Sim,Sim,Fibra óptica,Sim,Sim,Não,Não,Sim,Sim,Mês a mês,Não,Cartão de crédito,35.14,1254.12,0
